Gene_1,Gene_2
ABCE1,NOCT
ABCG2,PKD2
ABCG2,SMAD1
ABCG2,SEC24D
ABCG2,NFKB1
ABCG2,ADH5
ABCG2,IL15
ABHD18,RCHY1
ABHD18,BMP2K
ABHD18,HNRNPDL
ABHD18,SEC24B
ABHD18,INTU
ABHD18,ANTXR2
ABHD18,MGST2
ABHD18,PYURF
ABHD18,CCNI
ABHD18,PGRMC2
ABHD18,PPM1K
ABHD18,ARHGEF38
ABHD18,IL15
ABHD18,GTF2IP12
ABHD18,LARP1B
ABHD18,SEPTIN7P14
ABHD18,HADH
ABHD18,BLTP1
ABHD18,ADH5
ABHD18,H2AZ1
ABHD18,UNC5C
ABHD18,C4orf3
ABRAXAS1,MCUB
ABRAXAS1,LARP1B
ABRAXAS1,AREG
ABRAXAS1,ADH1C
ABRAXAS1,CCNI
ABRAXAS1,WDFY3-AS2
ABRAXAS1,ANXA3
ADH1B,ARSJ
ADH1B,ANKRD50
ADH1B,OTUD4
ADH1B,CAMK2D
ADH5,OTUD4
ADH5,BLTP1
ADH5,ANXA3
ADH5,C4orf3
ADH5,GTF2IP12
ADH5,INTU
ADH5,LAMTOR3
ADH5,SLC39A8
ADH5,MGST2
ADH5,PYURF
AFF1,ARHGEF38
AIMP1,PPM1K
ALPK1,ABHD18
ALPK1,CYP2U1
ALPK1,GPRIN3
ALPK1,TMEM150C
ALPK1,CCNI
ALPK1,ANXA3
ALPK1,RCHY1
ALPK1,BMP2K
ALPK1,LINC01094
ALPK1,IL15
ALPK1,COX18
ALPK1,ARHGEF38
ANK2,CDS1
ANK2,PYURF
ANK2,ANXA3
ANK2,RNF150
ANK2,PPP3CA
ANK2,SEC24D
ANK2,SLC39A8
ANK2,UNC5C
ANK2,NFKB1
ANK2,ENOPH1
ANK2,ADH5
ANK2,CFI
ANK2,PKD2
ANK2,GAB1
ANK2,SCOC
ANK2,SLC9B2
ANK2,ABCG2
ANK2,METAP1
ANK2,NAP1L5
ANKRD17,LINC01088
ANKRD17,WDFY3
ANKRD17,FLJ20021
ANKRD17,SDAD1
ANKRD17,SCD5
ANKRD17,DNAJB14
ANKRD17,SMARCAD1
ANKRD17,ADH5
ANKRD17,BLTP1
ANKRD17,CCNI
ANKRD17,LIN54
ANKRD17,OTUD4
ANKRD17,ELF2
ANKRD17,ANKRD50
ANKRD17,TET2
ANKRD17,NAP1L5
ANKRD50,HADH
ANKRD50,FAM13A
ANKRD50,LIN54
ANKRD50,HNRNPDL
ANKRD50,NAAA
ANKRD50,CDS1
ANKRD50,CDKL2
ANKRD50,PCDH18
ANKRD50,MRPL1
ANKRD50,ABCE1
ANKRD50,OTUD4
ANTXR2,CDKL2
ANTXR2,ARHGEF38
ANXA3,GPRIN3
ANXA3,NPNT
ANXA3,AIMP1
ANXA3,CAMK2D
ANXA3,BMP2K
ANXA3,LINC01094
ANXA3,ADH1C
ANXA3,PRKG2
ANXA3,SHROOM3
ANXA3,NAAA
ANXA3,PYURF
ANXA3,SLC39A8
ANXA3,ABCE1
ANXA3,LINC01091
ANXA5,MAPK10
ANXA5,LINC01094
ANXA5,LAMTOR3
ANXA5,PPM1K
AP1AR,SMAD1
AP1AR,CYP2U1
AP1AR,GPRIN3
AP1AR,GPAT3
AP1AR,OTUD4
AREG,BMP3
AREG,CXCL8
AREG,USP53
AREG,LAMTOR3
AREG,ARHGAP24
AREG,SHROOM3
AREG,ADH1C
AREG,HNRNPDL
AREG,LIN54
AREG,RASGEF1B
AREG,PCDH18
AREG,NOCT
ARSJ,HELQ
BANK1,SEPTIN11
BANK1,PKD2
BANK1,UNC5C
BANK1,SLC39A8
BBS12,MAPK10
BBS12,PLAC8
