Gene_1,Gene_2
ABCG2,MANBA
ABCG2,LSM6
ABCG2,LARP1B
ABCG2,ANXA5
ABCG2,IL15
ABCG2,MMRN1
ABCG2,SMAD1
ABHD18,GTF2IP12
ABHD18,ANTXR2
ABHD18,INTU
ABHD18,HNRNPDL
ABHD18,C4orf3
ABHD18,USO1
ABHD18,LARP1B
ABHD18,BLTP1
ABHD18,MGST2
ABHD18,ADH5
ABHD18,H2AZ1
ABHD18,SEPTIN7P14
ABHD18,PGRMC2
ABHD18,CCNI
ABHD18,UNC5C
ABHD18,PPM1K
ABRAXAS1,NAA15
ABRAXAS1,INPP4B
ABRAXAS1,EIF4E
ABRAXAS1,LARP1B
ABRAXAS1,AREG
ABRAXAS1,SEPTIN11
ABRAXAS1,ANXA3
ABRAXAS1,CCNI
ABRAXAS1,CNOT6L
ABRAXAS1,WDFY3-AS2
ABRAXAS1,ADH1C
ADH1B,MMRN1
ADH1B,USP53
ADH1B,MAPK10
ADH1C,SLC39A8
ADH1C,FAM47E
ADH1C,USP53
ADH1C,CDS1
ADH5,BLTP1
ADH5,C4orf3
ADH5,GTF2IP12
ADH5,ANTXR2
ADH5,INTU
ADH5,OTUD4
ADH5,MGST2
ADH5,FAM47E
ADH5,HADH
ADH5,LAMTOR3
AFF1,ARHGEF38
AIMP1,MMRN1
ALPK1,CCNI
ALPK1,GTF2IP12
ALPK1,ABHD18
ALPK1,UNC5C
ALPK1,CYP2U1
ALPK1,C4orf3
ALPK1,ADH5
ALPK1,ANTXR2
ALPK1,TSPAN5
ALPK1,INTU
ALPK1,BMP2K
ALPK1,GPRIN3
ALPK1,PGRMC2
ANAPC10,NFKB1
ANAPC10,EXOSC9
ANAPC10,PPA2
ANAPC10,ENOPH1
ANAPC10,LSM6
ANAPC10,H2AZ1
ANAPC10,MRPL1
ANAPC10,HNRNPDL
ANAPC10,LAMTOR3
ANAPC10,PYURF
ANAPC10,MGST2
ANAPC10,AIMP1
ANK2,KLHL8
ANK2,RNF150
ANK2,PKD2
ANK2,CFI
ANK2,METAP1
ANK2,UNC5C
ANK2,SEC24D
ANK2,NPNT
ANK2,CDS1
ANK2,SLC39A8
ANK2,GAB1
ANK2,TIGD2
ANK2,NFKB1
ANKRD17,WDFY3
ANKRD17,FLJ20021
ANKRD17,SCOC
ANKRD17,ELF2
ANKRD17,NUDT6
ANKRD17,LIN54
ANKRD17,SEC24B
ANKRD17,OTUD4
ANKRD17,PYURF
ANKRD17,MGST2
ANKRD17,AFF1
ANKRD17,SDAD1
ANKRD50,FAM13A
ANKRD50,LIN54
ANKRD50,OTUD4
ANKRD50,CDKL2
ANKRD50,PCDH18
ANTXR2,OTUD4
ANTXR2,PGRMC2
ANTXR2,ARHGEF38
ANXA3,ABCE1
ANXA3,SLC39A8
ANXA3,NPNT
ANXA3,CAMK2D
ANXA3,SLC10A7
ANXA3,ADH1C
ANXA3,PRKG2
ANXA3,SHROOM3
ANXA3,SPP1
ANXA5,LINC01094
ANXA5,THAP9
ANXA5,MAPK10
ANXA5,INTU
ANXA5,LAMTOR3
AP1AR,NUDT6
AP1AR,GPRIN3
AP1AR,ANKRD17
AP1AR,OTUD4
AREG,NOCT
AREG,PCDH18
AREG,CXCL8
AREG,LAMTOR3
AREG,SHROOM3
AREG,BMP3
AREG,HNRNPDL
AREG,RASGEF1B
AREG,USP53
AREG,LINC01094
ARSJ,FAM13A
BANK1,UNC5C
BANK1,MAML3
BANK1,DAPP1
BANK1,PRSS12
BBS12,NOCT
BBS12,CDS1
BBS12,HNRNPDL
BBS12,ZGRF1
BBS12,PAPSS1
BBS12,LARP7
BBS12,SDAD1
BBS12,ABHD18
BBS12,BLTP1
BBS12,HADH
BBS12,TIGD2
BBS12,MAPK10
BBS12,METAP1
BBS12,EXOSC9
BBS12,NAP1L5
BBS12,SEC24B
BBS12,FAM47E
BBS12,AREG
BDH2,LIN54
BDH2,OTUD4
BLTP1,PLAC8
BLTP1,HNRNPDL
BLTP1,ANXA5
BLTP1,OSTC
BLTP1,C4orf3
BLTP1,CCNI
BLTP1,GTF2IP12
BLTP1,CDS1
BLTP1,SEPTIN7P14
BLTP1,INTU
BLTP1,ANTXR2
BLTP1,MGST2
BLTP1,HADH
BLTP1,LARP1B
BLTP1,PPM1K
BLTP1,PGRMC2
BMP2K,LINC01094
BMP2K,MGST2
BMP2K,HPSE
BMP3,ABCE1
BMP3,LAMTOR3
BMP3,CDKL2
BMP3,SLC39A8
BMP3,AFF1
BTC,PRSS12
BTC,MAPK10
BTC,CDS1
BTC,SHROOM3
BTC,HADH
BTC,FAM47E
BTC,SCD5
BTC,NPNT
BTC,PDE5A
BTC,NDNF
C4orf3,PYURF
C4orf3,ABCE1
C4orf3,GPRIN3
C4orf3,MGST2
CAMK2D,HNRNPDL
CAMK2D,SLC10A7
CASP6,LAMTOR3
CASP6,FGF2
CCNA2,MAD2L1
CCNA2,PLK4
CCNG2,ABHD18
CCNG2,LARP1B
CCNG2,ABCE1
CCNG2,MANBA
CCNG2,KLHL8
CCNG2,NAA15
CCNG2,SGMS2
CCNG2,ABRAXAS1
CCNG2,SETD7
CCNG2,CCNI
CCNG2,CAMK2D
CCNG2,HNRNPDL
CCNG2,WDFY3-AS2
CCNG2,FRAS1
CCNG2,NOCT
CCNG2,MAML3
CCNI,ABCE1
CCNI,ARHGEF38
CCNI,PGRMC2
CCNI,OTUD4
CCNI,IL15
CCNI,NAAA
CCNI,ANTXR2
CCNI,WDFY3-AS2
CCNI,INTU
CCNI,BMP3
CCNI,HNRNPDL
CDKL2,ARHGEF38
CDKL2,AFF1
CDS1,SLC39A8
CDS1,PCDH18
CDS1,FAM47E
CDS1,BMP3
CDS1,IL15
CDS1,TSPAN5
CDS1,CDKL2
CDS1,SHROOM3
CFI,PDE5A
CFI,BDH2
CFI,NAA15
CFI,SMAD1
CFI,SEC24D
CFI,PTPN13
CFI,MAML3
CFI,SPRY1
CFI,LIN54
CFI,RASGEF1B
CFI,AIMP1
CFI,PPM1K
CFI,OTUD4
CFI,NPNT
CFI,MCUB
CISD2,SEC24B
CISD2,LAMTOR3
CISD2,HPSE
CNOT6L,CAMK2D
CNOT6L,FAM13A
CNOT6L,AIMP1
CNOT6L,SLC10A7
CNOT6L,ARHGEF38
CNOT6L,PPP3CA
CNOT6L,AFF1
CNOT6L,NAAA
CNOT6L,LIN54
CNOT6L,ANTXR2
COPS4,ENOPH1
COPS4,G3BP2
COPS4,PRDM8
COPS4,SCD5
COPS4,CCNG2
COPS4,SCOC
COPS4,THAP6
COPS4,SCARB2
COPS4,ANKRD17
COPS4,THAP9-AS1
COPS4,EMCN
COPS4,ZGRF1
COPS4,ANAPC10
COPS4,MFSD8
COPS4,DKK2
COPS4,HNRNPDL
COPS4,INTU
COPS4,OTUD4
COPS4,MGST2
COPS4,ZNF330
COPS4,GTF2IP12
COPS4,C4orf3
COPS4,AFF1
COPS4,SEPTIN7P14
COPS4,CCNI
COPS4,BLTP1
COPS4,LARP1B
COPS4,H2AZ1
COPS4,MCUB
COPS4,ABHD18
COPS4,ELF2
COPS4,ALPK1
COPS4,PTPN13
COPS4,ADH5
COPS4,FAM13A
COQ2,MANBA
COQ2,FGF2
COQ2,TMEM150C
COQ2,LINC01094
COQ2,LAMTOR3
COQ2,GPRIN3
COQ2,HADH
COQ2,ANXA5
COQ2,RAB33B
COQ2,DAPP1
CXCL1,FAM47E
CXCL1,CXCL8
CXCL1,MAPK10
CXCL1,AREG
CXCL10,CXCL11
CXCL2,MANBA
CXCL2,LARP1B
CXCL2,AREG
CXCL2,LINC01094
CXCL2,BMP3
CXCL2,PCDH18
CXCL2,NOCT
CXCL2,DAPP1
CXCL2,CXCL5
CXCL3,MANBA
CXCL3,NOCT
CXCL3,CCNG2
CXCL3,PDLIM5
CXCL3,NAP1L5
CXCL3,CXCL2
CXCL3,SGMS2
CXCL3,ABCE1
CXCL3,JADE1
CXCL3,PCDH18
CXCL3,LINC01094
CXCL3,GPRIN3
CXCL3,CXCL5
CXCL3,STBD1
CXCL3,AREG
CXCL3,LARP1B
CXCL3,PGRMC2
CXCL3,USP38
CXCL8,NOCT
CXCL9,NAAA
CXCL9,SMAD1
CYP2U1,ADH1B
CYP2U1,ANKRD50
CYP2U1,CDKL2
CYP2U1,PCDH18
CYP2U1,HNRNPDL
CYP2U1,SEC24B
CYP2U1,ARHGEF38
DAPP1,HPSE
DAPP1,PYURF
DAPP1,LINC01094
DAPP1,BMP2K
DAPP1,GPRIN3
DAPP1,NPNT
DAPP1,PGRMC2
DAPP1,C4orf3
DAPP1,ALPK1
DAPP1,ADH5
DAPP1,SLC39A8
DKK2,HNRNPDL
DKK2,NPNT
DKK2,ANKRD50
DKK2,CYP2U1
DNAJB14,USO1
DNAJB14,SMARCAD1
DNAJB14,CCNI
DNAJB14,LIN54
DNAJB14,ADH1C
DNAJB14,SEC24B
DNAJB14,MGST2
DNAJB14,AFF1
DNAJB14,NOCT
EIF4E,ABCE1
EIF4E,LAMTOR3
EIF4E,BLTP1
EIF4E,ALPK1
ELF2,SLC39A8
ELF2,GTF2IP12
ELF2,C4orf3
ELF2,BLTP1
ELF2,NDNF
ELF2,ADH5
ELF2,ABHD18
ELF2,MGST2
ELF2,SEC24B
ELF2,OTUD4
ELMOD2,SLC10A7
ELMOD2,COX18
ELMOD2,SLC39A8
ELMOD2,NOCT
ELMOD2,CNOT6L
ELMOD2,OSTC
ELMOD2,ANXA3
EMCN,TMEM150C
EMCN,PTPN13
EMCN,FRAS1
EMCN,SCD5
EMCN,PRSS12
EMCN,HADH
ENOPH1,LAMTOR3
ENOPH1,C4orf3
ENOPH1,PYURF
ENOPH1,SLC39A8
ENOPH1,NOCT
ENOPH1,ANXA3
ENOPH1,BLTP1
ENOPH1,FAM13A
ENOPH1,ADH1B
ENOPH1,LSM6
ENOPH1,ABHD18
ENOPH1,NDNF
ENOPH1,SDAD1
ENOPH1,PTPN13
ENOPH1,GTF2IP12
ENOPH1,ZGRF1
ENPEP,CISD2
EXOSC9,LARP7
EXOSC9,PARM1
EXOSC9,ABHD18
EXOSC9,CYP2U1
EXOSC9,BLTP1
EXOSC9,CDS1
EXOSC9,HNRNPDL
EXOSC9,CAMK2D
EXOSC9,FAM47E
EXOSC9,HADH
FAM13A,AFF1
FAM13A,CDKL2
FAM13A,MAPK10
FAM13A,GPRIN3
FAM13A-AS1,ABHD18
FAM13A-AS1,ENOPH1
FAM13A-AS1,ZGRF1
FAM13A-AS1,BBS12
FAM13A-AS1,EXOSC9
FAM13A-AS1,HADH
FAM13A-AS1,OSTC
FAM13A-AS1,BLTP1
FAM13A-AS1,ADH5
FAM13A-AS1,SETD7
FAM13A-AS1,SCLT1
FAM13A-AS1,PDLIM5
FAM13A-AS1,H2AZ1
FAM13A-AS1,SEC31A
FAM13A-AS1,SCARB2
FAM13A-AS1,THAP9-AS1
FAM13A-AS1,COPS4
FAM13A-AS1,USP38
FAM13A-AS1,SMAD1
FAM13A-AS1,MFSD8
FAM13A-AS1,ELF2
FAM13A-AS1,TET2
FAM13A-AS1,HNRNPDL
FAM13A-AS1,INTU
FAM13A-AS1,ARHGEF38
FAM13A-AS1,PGRMC2
FAM13A-AS1,G3BP2
FAM13A-AS1,LARP1B
FAM13A-AS1,PPM1K
FAM13A-AS1,SNCA
FAM13A-AS1,ANTXR2
FAM13A-AS1,IL15
FAM13A-AS1,SEPTIN7P14
FAM13A-AS1,GTF2IP12
FAM13A-AS1,CDS1
FAM13A-AS1,CCNI
FAM13A-AS1,ANXA5
FAM13A-AS1,SEC24B-AS1
FAM13A-AS1,LARP7
FAM241A,G3BP2
FAM241A,EMCN
FAM241A,SMAD1
FAM241A,UBE2D3
FAM241A,HADH
