Gene_1,Gene_2
ABCE1,NOCT
ABCG2,PKD2
ABCG2,SMAD1
ABCG2,ADH5
ABCG2,IL15
ABCG2,PCDH18
ABHD18,PYURF
ABHD18,IL15
ABHD18,LAMTOR3
ABHD18,ANTXR2
ABHD18,INTU
ABHD18,BMP3
ABHD18,HNRNPDL
ABHD18,BMP2K
ABHD18,RCHY1
ABHD18,C4orf3
ABHD18,GTF2IP12
ABHD18,PGRMC2
ABHD18,SEPTIN7P14
ABHD18,LARP1B
ABHD18,HADH
ABHD18,BLTP1
ABHD18,ADH5
ABHD18,H2AZ1
ABHD18,CCNI
ABHD18,PPM1K
ABHD18,MGST2
ABRAXAS1,NAA15
ABRAXAS1,MCUB
ABRAXAS1,LARP1B
ABRAXAS1,AREG
ABRAXAS1,ANXA3
ABRAXAS1,CCNI
ABRAXAS1,ADH1C
ABRAXAS1,WDFY3-AS2
ADH1B,ADH5
ADH1B,CAMK2D
ADH1B,ARSJ
ADH1B,HADH
ADH1C,USP53
ADH1C,AFF1
ADH1C,FAM47E
ADH1C,PPP3CA
ADH1C,SLC39A8
ADH1C,CDS1
ADH1C,PGRMC2
ADH5,OTUD4
ADH5,PYURF
ADH5,MGST2
ADH5,SLC39A8
ADH5,MAPK10
ADH5,ANXA3
ADH5,C4orf3
ADH5,SEPTIN7P14
ADH5,HADH
ADH5,BLTP1
ADH5,LAMTOR3
ADH5,GTF2IP12
ADH5,INTU
AFF1,MRPL1
ALPK1,ABHD18
ALPK1,ARHGEF38
ALPK1,COX18
ALPK1,LINC01094
ALPK1,BMP2K
ALPK1,RCHY1
ALPK1,GPRIN3
ALPK1,CCNI
ALPK1,ANXA3
ALPK1,USO1
ALPK1,CYP2U1
ALPK1,TMEM150C
ANAPC10,MRPL1
ANAPC10,NPNT
ANAPC10,GTF2IP12
ANAPC10,EXOSC9
ANAPC10,PPA2
ANAPC10,PRDM8
ANAPC10,ENOPH1
ANAPC10,LSM6
ANAPC10,H2AZ1
ANAPC10,ADH5
ANAPC10,ANXA3
ANAPC10,MGST2
ANK2,ABCG2
ANK2,SCOC
ANK2,SLC9B2
ANK2,METAP1
ANK2,CFI
ANK2,ENOPH1
ANK2,RNF150
ANK2,GAB1
ANK2,PKD2
ANK2,SLC39A8
ANK2,PPP3CA
ANK2,PYURF
ANK2,SEC24D
ANK2,ANXA3
ANK2,ADH5
ANK2,UNC5C
ANK2,CDS1
ANKRD17,AFF1
ANKRD17,MGST2
ANKRD17,ADH5
ANKRD17,GAR1
ANKRD17,LINC01088
ANKRD17,WDFY3
ANKRD17,SDAD1
ANKRD17,DNAJB14
ANKRD17,SMARCAD1
ANKRD17,ELF2
ANKRD17,SEC24B
ANKRD17,LIN54
ANKRD17,CCNI
ANKRD17,FLJ20021
ANKRD17,OTUD4
ANKRD17,TET2
ANKRD17,NAP1L5
ANKRD50,FAM13A
ANKRD50,LIN54
ANKRD50,HNRNPDL
ANKRD50,CDS1
ANKRD50,OTUD4
ANKRD50,CDKL2
ANKRD50,PCDH18
ANTXR2,ARHGEF38
ANXA3,ABCE1
ANXA3,SLC39A8
ANXA3,PYURF
ANXA3,NAAA
ANXA3,SHROOM3
ANXA3,PRKG2
ANXA3,ADH1C
ANXA3,CXCL11
ANXA3,BMP2K
ANXA3,AIMP1
ANXA3,GPRIN3
ANXA3,LINC01091
ANXA3,CAMK2D
ANXA3,NPNT
ANXA3,LINC01094
ANXA5,MAPK10
ANXA5,LINC01094
ANXA5,LAMTOR3
ANXA5,PPM1K
AP1AR,GPRIN3
AP1AR,OTUD4
AREG,NOCT
AREG,HNRNPDL
AREG,RASGEF1B
AREG,ARHGAP24
AREG,LAMTOR3
