Gene_1,Gene_2
DNAJB14,LIN54
EIF4E,LAMTOR3
EIF4E,H2AZ1
EIF4E,NFKB1
ELF2,MAPK10
ELF2,LAMTOR3
ELMOD2,CCNI
ELMOD2,SMARCAD1
ELOVL6,FGF2
EMCN,SEPTIN11
EMCN,ARHGAP24
EMCN,PCDH18
ENOPH1,SEPTIN11
ENOPH1,DNAJB14
ENOPH1,CCNI
ENPEP,CISD2
EXOSC9,HNRNPDL
EXOSC9,C4orf3
EXOSC9,ANKRD50
FAM13A,GPRIN3
FAM13A,RAB33B
FAM13A-AS1,DNAJB14
FAM13A-AS1,ZGRF1
FAM13A-AS1,PRKG2
FAM13A-AS1,HNRNPDL
FAM13A-AS1,ABCG2
FAM13A-AS1,BLTP1
FAM13A-AS1,NDUFC1
FAM13A-AS1,ENOPH1
FAM13A-AS1,BANK1
FAM241A,SPRY1
FAM241A,SMAD1
FAM241A,HHIP-AS1
FAM241A,PDE5A
FAT4,ARSJ
FAT4,BTC
FAT4,SMARCAD1
FAT4,NDNF
FAT4,MRPL1
FAT4,COX18
FAT4,GPRIN3
FAT4,USO1
FGF2,C4orf3
FGF2,OSTC
FGF2,ADH1B
FGF2,SPRY1
FGF2,CDS1
FGF2,FRAS1
FGF2,EIF4E
FLJ20021,FRAS1
FLJ20021,MAPK10
FRAS1,SEPTIN11
FRAS1,CCNI
FRAS1,MAML3
G3BP2,ANKRD50
G3BP2,CNOT6L
G3BP2,SEPTIN11
GAB1,EIF4E
GAB1,CAMK2D
GAB1,SPP1
GAB1,ANXA3
GAB1,ARHGAP24
GAB1,SLC39A8
GAR1,NDUFC1
GPRIN3,RAB33B
GPRIN3,LINC01094
GPRIN3,SHROOM3
GPRIN3,CDKL2
GSTCD,DAPP1
GYPE,SMARCA5
GYPE,ADH5
GYPE,CDS1
H2AZ1,SLC10A7
H2AZ1,BLTP1
HADH,HNRNPDL
HADH,CDS1
HERC5,HERC6
HERC5,GPRIN3
HERC5,PPM1K
HERC6,PPM1K
HHIP,FLJ20021
HHIP,SLC39A8
HHIP,BMP3
HHIP,EMCN
HHIP,PKD2
HHIP,PTPN13
HHIP,AREG
HHIP,HHIP-AS1
HHIP,HERC6
HHIP,CDS1
HHIP,ZNF330
HHIP-AS1,ARHGEF38
HHIP-AS1,SLC39A8
HHIP-AS1,PPP3CA
HHIP-AS1,PTPN13
HHIP-AS1,CDKL2
HHIP-AS1,SPRY1
HNRNPD,CCNI
HNRNPD,AREG
HNRNPDL,ANTXR2
HPGDS,EMCN
HPGDS,THAP9
HPGDS,BMP2K
HSD17B11,SMARCA5
HSD17B11,KLHL8
HSD17B11,SCD5
HSD17B11,ALPK1
HSD17B11,LAMTOR3
HSD17B11,TNIP3
HSD17B11,CCNG2
HSPA4L,CDS1
HSPA4L,NDNF
HSPA4L,WDFY3-AS2
HSPA4L,PRSS12
HSPA4L,DNAJB14
INPP4B,DKK2
INPP4B,ANXA3
INPP4B,ARHGAP24
INTS12,RCHY1
INTS12,ABRAXAS1
INTS12,NAA15
INTS12,NPNT
INTU,FAM47E
JADE1,FGF2
JADE1,GPRIN3
JADE1,AFF1
JADE1,ARHGEF38
JADE1,CNOT6L
JADE1,ANKRD50
JADE1,CISD2
JADE1,SMAD1
JADE1,SMARCA5
JADE1,TET2
JADE1,AREG
KLHL8,PCDH18
LARP1B,AREG
LARP1B,LINC01094
LARP7,C4orf3
LARP7,SGMS2
LARP7,BLTP1
LARP7,LSM6
LEF1,CNOT6L
LEF1,FAM13A
LEF1,NOCT
LIN54,PCDH18
LIN54,GPAT3
LIN54,MGST2
LINC01088,COX18
LINC01088,NPNT
LINC01088,FRAS1
LINC01088,WDFY3
LINC01091,SLC39A8
LINC01094,SHROOM3
LINC02615,TIGD2
MAD2L1,PLK4
MAML3,UNC5C
MAML3,WDFY3-AS2
MANBA,LINC01094
MANBA,GPRIN3
MCUB,NAAA
MCUB,ANKRD50
MCUB,SHROOM3
METAP1,CAMK2D
METAP1,SGMS2
MFSD8,DNAJB14
MFSD8,HNRNPDL
MMAA,C4orf33
MMAA,DKK2
MMAA,FAT4
MMRN1,HPSE
MTHFD2L,SDAD1
MTHFD2L,AIMP1
MTHFD2L,PGRMC2
NAA15,ELOVL6
NAA15,MAD2L1
NAA15,PKD2
NAA15,ABCE1
NAA15,SEC24B
NAA15,FGF2
NAAA,CDKL2
NAP1L5,CXCL8
NAP1L5,NOCT
NAP1L5,PCDH18
NAP1L5,GPAT3
NAP1L5,PAQR3
NAP1L5,AREG
NAP1L5,CNOT6L
NAP1L5,ELF2
NDNF,LIN54
NDNF,NPNT
NDNF,PAQR3
NDNF,ARSJ
NDNF,ANKRD50
NDNF,PRKG2
NDUFC1,DAPP1
NDUFC1,FLJ20021
NDUFC1,PPP3CA
NDUFC1,INTU
NDUFC1,C4orf3
NDUFC1,ZGRF1
NFKB1,OTUD4
NFKB1,GPAT3
NFKB1,BMP3
NFKB1,PAQR3
NPNT,USP53
NUDT6,RAB33B
NUDT9,SLC39A8
NUDT9,SMARCA5
NUP54,MTHFD2L
OTUD4,PYURF
PAPSS1,PTPN13
PAPSS1,RAB33B
PAPSS1,MRPS18C
PAQR3,COX18
PARM1,MAML3
PARM1,FAM13A
PARM1,CDS1
PARM1,CDKL2
PARM1,ANXA3
PARM1,INPP4B
PARM1,PTPN13
PDE5A,AFF1
PDE5A,INPP4B
PDE5A,NUDT9
PDE5A,FLJ20021
PDE5A,SEPTIN11
PDE5A,LARP1B
PDE5A,GTF2IP12
PDE5A,PKD2
PDLIM5,NPNT
PDLIM5,LARP1B
PDLIM5,PTPN13
PDLIM5,INPP4B
PDLIM5,SYNPO2
PDLIM5,PKD2
PF4,CXCL5
PKD2,AREG
PKD2,FGF2
PKD2,EIF4E
PKD2,RAB33B
PKD2,SEPTIN11
PKD2,ADH1B
PLAC8,CDKL2
PLAC8,OTUD4
PLAC8,CDS1
PPA2,COX18
PPA2,G3BP2
PPBP,PF4
PPBP,MAML3
PPBP,CXCL5
PRDM5,ABRAXAS1
PRDM5,LINC01091
PRDM5,INTU
PRDM5,NDNF
PRKG2,ARHGEF38
PRSS12,MCUB
PRSS12,ANXA3
PRSS12,SCD5
PRSS12,FAM47E
PRSS12,CDS1
PRSS12,FAM13A
PTPN13,CDKL2
PTPN13,FAM47E
PTPN13,BMP3
PTPN13,CDS1
PTPN13,BLTP1
PTPN13,SEPTIN11
PTPN13,C4orf3
PTPN13,ARHGEF38
PTPN13,PPP3CA
PTPN13,MAPK10
PTPN13,RASGEF1B
RAB33B,GPAT3
RAB33B-AS1,HADH
RAB33B-AS1,CDS1
RAB33B-AS1,TSPAN5
RAB33B-AS1,GPAT3
RAP1GDS1,ELF2
RAP1GDS1,ABCG2
RAP1GDS1,ABHD18
RAP1GDS1,SEC24D
RAP1GDS1,ANXA3
RAP1GDS1,GPRIN3
RAP1GDS1,TMEM150C
RASGEF1B,CXCL11
RASGEF1B,CXCL8
RASGEF1B,HPSE
RASSF6,MANBA
RASSF6,NDNF
RASSF6,CDS1
RASSF6,CXCL8
RCHY1,CDS1
RPL34,TRAM1L1
RPL34,NDUFC1
RPL34,LARP7
RPL34,AIMP1
RPL34,SEC24D
RPL34,LSM6
RPL34,HNRNPD
RPL34,OSTC
SCARB2,BDH2
SCARB2,DAPP1
SCARB2,DNAJB14
SCARB2,SEPTIN11
SCARB2,CXCL1
SCD5,ANXA3
SCD5,CCNI
SCLT1,TNIP3
SCOC,SMARCAD1
SCOC,PPP3CA
SCOC,DNAJB14
SCOC,C4orf3
SCOC,FAM241A
SCOC,ENOPH1
SCOC,ANXA3
SCOC,BTC
SDAD1,UBE2D3
SDAD1,AFF1
SEC24B,USP53
SEC24B,AFF1
SEC24B-AS1,ANTXR2
SEC24D,ARHGEF38
SEC24D,LARP1B
SEC24D,OSTC
SEC24D,ADH5
SEC24D,SPRY1
SEC24D,PRKG2
SEC31A,INTU
SEC31A,SEC24D
SEPTIN11,SLC39A8
SEPTIN11,GPRIN3
SEPTIN11,CCNI
SEPTIN11,PYURF
SEPTIN7P14,C4orf3
SEPTIN7P14,GTF2IP12
SETD7,KLHL8
SETD7,INTU
SETD7,SPARCL1
SETD7,CFI
SETD7,CXCL8
SETD7,G3BP2
SETD7,OSTC
SETD7,SMAD1
SETD7,CYP2U1
SGMS2,SHROOM3
SGMS2,HNRNPDL
SGMS2,BLTP1
SGMS2,SPRY1
SGMS2,UBE2D3
SGMS2,PAQR3
SGMS2,KLHL8
SGMS2,HHIP-AS1
SGMS2,G3BP2
SGMS2,SMARCA5
SGMS2,SDAD1
SHROOM3,GPAT3
SHROOM3,CXCL8
SLC10A7,PPP3CA
SLC39A8,ARHGEF38
SLC9B2,PDE5A
SLC9B2,UNC5C
SLC9B2,CDS1
SLC9B2,BMP3
SLC9B2,ANTXR2
SMAD1,HADH
SMAD1,PTPN13
SMAD1,LAMTOR3
SMAD1,MMRN1
SMAD1,PPP3CA
SMAD1,LINC01091
SMAD1,AREG
SMARCA5,FGF2
SMARCA5,AREG
SMARCA5,SEPTIN7P14
SMARCA5,HNRNPDL
SMARCAD1,RCHY1
SMARCAD1,USO1
SMARCAD1,TIGD2
SNCA,MCUB
SNCA,HPSE
SNCA,CDS1
SNCA,MMRN1
SNCA,ADH1B
SNHG8,NAAA
SNHG8,CDKL2
SOWAHB,LINC01094
SOWAHB,CDS1
SOWAHB,SHROOM3
SOWAHB,ARSJ
SOWAHB,BLTP1
SOWAHB,LIN54
SOWAHB,GPRIN3
SOWAHB,SEPTIN11
SPARCL1,MMRN1
SPARCL1,FGF2
SPARCL1,PDE5A
SPARCL1,CFI
SPARCL1,ENOPH1
SPARCL1,FRAS1
SPARCL1,ANKRD50
SPARCL1,HADH
SPARCL1,AREG
SPARCL1,SMAD1
SPARCL1,BMP2K
SPARCL1,GPRIN3
SPARCL1,GPAT3
SPATA5,NFKB1
SPP1,CXCL8
SPRY1,CXCL8
SPRY1,MMRN1
STBD1,FAM47E
STBD1,RNF150
STBD1,AFF1
STBD1,INPP4B
SYNPO2,RNF150
SYNPO2,MAML3
SYNPO2,PDE5A
SYNPO2,ANXA3
SYNPO2,INPP4B
TBC1D9,FRAS1
TBC1D9,SOWAHB
TBC1D9,BMP2K
TBC1D9,LINC01094
TBC1D9,ARHGAP24
TBC1D9,ZNF330
TBC1D9,GPRIN3
TET2,METAP1
TET2,ELF2
TET2,SMARCAD1
TET2,ABHD18
TET2,NDNF
TET2,ANKRD50
TET2,ANXA3
TET2,OSTC
TET2,PDE5A
TET2,FRAS1
THAP6,INTU
THAP6,OTUD4
THAP6,MFSD8
THAP6,MRPL1
THAP9-AS1,BLTP1
TIFA,MAML3
TIFA,UBE2D3
TIFA,UNC5C
TIGD2,SLC39A8
TMEM150C,MGST2
TMEM150C,ANTXR2
TMEM150C,USO1
TNIP3,NFKB1
TNIP3,RAB33B
TNIP3,PARM1
TNIP3,NDNF
TNIP3,CXCL5
TRAM1L1,PPP3CA
TRAM1L1,ABCE1
TRMT10A,ZGRF1
UBE2D3,PCDH18
UBE2D3,PYURF
UBE2D3,SHROOM3
UBE2D3,BMP3
UBE2D3,FGF2
UBE2D3,NFKB1
UBE2D3,ARSJ
UBE2D3,PPP3CA
UNC5C,SLC39A8
UNC5C,CDS1
USO1,PYURF
USO1,HNRNPDL
USO1,C4orf3
USO1,OSTC
USP38,TIFA
USP38,ANKRD50
USP38,CXCL1
USP38,CXCL2
USP38,SMARCA5
USP38,RAB33B-AS1
USP53,PPM1K
WDFY3,FAT4
WDFY3,FRAS1
WDFY3,RAB33B
WDFY3,WDFY3-AS2
ZGRF1,ABHD18
ZGRF1,INTU
ZGRF1,ANTXR2
ZGRF1,CCNI
ZNF330,BLTP1
ZNF330,HNRNPDL
ZNF827,TRAM1L1
ZNF827,LINC01088
ZNF827,SCLT1
