Gene_1,Gene_2
AP1AR,PLA2G12A
ANK2,RAP1GDS1
CCNA2,CXCL10
GAB1,BMP3
FAM13A-AS1,ANKRD17
FAM13A-AS1,MRPL1
RPL34,HSD17B11
RPL34,MRPL1
RAP1GDS1,ANK2
RAP1GDS1,UNC5C
TBCK,MTHFD2L
TBCK,SDAD1
TBCK,FGF2
TBCK,ABCE1
CXCL3,ZNF827
CXCL3,ABRAXAS1
CXCL3,FAM241A
CXCL3,DAPP1
CXCL3,SCD5
CXCL3,FGF2
CXCL3,TIGD2
CXCL3,ARSJ
CXCL3,HELQ
CXCL3,NOCT
USP38,ADH5
TBC1D9,CXCL2
TBC1D9,USP53
NUP54,GSTCD
NUP54,PDE5A
NUP54,SPATA5
NUP54,SLC10A7
NUP54,PPM1K
LEF1,SETD7
GYPE,BMP3
GYPE,CDKL2
THAP9-AS1,ANAPC10
THAP9-AS1,HERC6
THAP9-AS1,MRPL1
ANKRD17,FAM13A-AS1
ANKRD17,TET2
ANKRD17,ZGRF1
ANKRD17,COX18
HSD17B11,RPL34
HSD17B11,TNIP3
HSD17B11,RASSF6
HSD17B11,CFI
HSD17B11,DNAJB14
HSD17B11,CYP2U1
HSD17B11,PPM1K
SCARB2,UBE2D3
SCARB2,SEPTIN11
C4orf36,ZNF827
C4orf36,STBD1
C4orf36,NAA15
C4orf36,UBE2D3
C4orf36,BMP3
JADE1,MAML3
JADE1,CXCL10
JADE1,GPAT3
THAP6,BBS12
THAP6,ADH5
THAP6,HADH
THAP6,OTUD4
GSTCD,NUP54
GSTCD,INTS12
GSTCD,CCSER1
GSTCD,AIMP1
INTS12,GSTCD
INTS12,SPATA5
TET2,ANKRD17
ZNF827,CXCL3
ZNF827,C4orf36
ZNF827,CCNG2
ZNF827,HERC5
ZNF827,ANTXR2
CCNG2,ZNF827
CCNG2,HERC5
CCNG2,CFI
CCNG2,STBD1
CCNG2,NAA15
CCNG2,UBE2D3
CCNG2,FGF2
CCNG2,LARP1B
CCNG2,AIMP1
CCNG2,BMP3
CCNG2,OTUD4
CCNG2,PGRMC2
ANAPC10,THAP9-AS1
ANAPC10,ADH1B
ANAPC10,ADH5
ANAPC10,SEPTIN11
ANAPC10,ANTXR2
PDLIM5,ABCG2
PDLIM5,MCUB
PDLIM5,ANXA3
PDLIM5,ARHGAP24
PDLIM5,SLC39A8
SETD7,LEF1
SETD7,HHIP
SETD7,PRDM8
SETD7,EMCN
SETD7,NDNF
SETD7,ANXA3
SETD7,NPNT
SETD7,PRKG2
SETD7,SLC39A8
BBS12,THAP6
BBS12,ABCG2
