Gene_1,Gene_2
ABCE1,NOCT
ABCG2,HERC5
ABCG2,PKD2
ABCG2,SMAD1
ABCG2,FRAS1
ABCG2,ADH5
ABCG2,GPRIN3
ABCG2,ANTXR2
ABCG2,IL15
ABCG2,PCDH18
ABHD18,SHROOM3
ABHD18,INTU
ABHD18,BMP3
ABHD18,CDS1
ABHD18,HNRNPDL
ABHD18,ADH5
ABHD18,CCNI
ABHD18,HADH
ABHD18,BLTP1
ABHD18,ANTXR2
ABHD18,BMP2K
ABHD18,MGST2
ABHD18,PPM1K
ABRAXAS1,NAA15
ABRAXAS1,WDFY3-AS2
ABRAXAS1,HELQ
ABRAXAS1,BMP3
ABRAXAS1,ADH1C
ABRAXAS1,CCNI
ABRAXAS1,ARSJ
ABRAXAS1,AREG
ADH1B,USP53
ADH1B,MMRN1
ADH1B,CAMK2D
ADH1B,ARSJ
ADH1B,HADH
ADH1B,ADH5
ADH1C,PPP3CA
ADH1C,PGRMC2
ADH1C,FAM47E
ADH1C,PLAC8
ADH1C,CDS1
ADH1C,INTU
ADH1C,USP53
ADH1C,SLC39A8
ADH5,NPNT
ADH5,BLTP1
ADH5,SEPTIN7P14
ADH5,C4orf3
ADH5,GTF2IP12
ADH5,INTU
ADH5,ANXA3
ADH5,OTUD4
ADH5,SLC39A8
ADH5,WDFY3-AS2
ADH5,PYURF
ADH5,MGST2
AFF1,MRPL1
AIMP1,HPSE
ALPK1,CYP2U1
ALPK1,USO1
ALPK1,OSTC
ALPK1,ANXA3
ALPK1,RAB33B
ALPK1,BMP2K
ALPK1,LINC01094
ALPK1,INTU
ALPK1,COX18
ALPK1,ARHGEF38
ALPK1,GPRIN3
ALPK1,TMEM150C
ALPK1,ABHD18
ANAPC10,ANXA3
ANAPC10,MRPL1
ANAPC10,ADH5
ANAPC10,NPNT
ANAPC10,GTF2IP12
ANAPC10,H2AZ1
ANAPC10,EXOSC9
ANAPC10,PPA2
ANAPC10,PRDM8
ANAPC10,ENOPH1
ANAPC10,LSM6
ANK2,GAB1
ANK2,SLC9B2
ANK2,SCOC
ANK2,ABCG2
ANK2,SPARCL1
ANK2,SYNPO2
ANK2,RNF150
ANK2,PKD2
ANK2,UNC5C
ANK2,ADH5
ANK2,CDS1
ANK2,PYURF
ANK2,PPP3CA
ANK2,SLC39A8
ANK2,SEC24D
ANKRD17,WDFY3
ANKRD17,FLJ20021
ANKRD17,SDAD1
ANKRD17,DNAJB14
ANKRD17,FRAS1
ANKRD17,ELF2
ANKRD17,ADH5
ANKRD17,AREG
ANKRD17,CCNI
ANKRD17,SEC24B
ANKRD17,TET2
ANKRD17,GAR1
ANKRD50,CDKL2
ANKRD50,COX18
ANKRD50,AREG
ANKRD50,FAM13A
ANKRD50,LIN54
ANKRD50,HNRNPDL
ANKRD50,PCDH18
ANKRD50,CDS1
ANTXR2,ARHGEF38
ANTXR2,FAM47E
ANTXR2,CDKL2
ANXA3,ARSJ
ANXA3,SLC39A8
ANXA3,SHROOM3
ANXA3,PRKG2
ANXA3,ADH1C
ANXA3,LINC01094
ANXA3,CXCL11
ANXA3,NPNT
ANXA3,GPRIN3
ANXA5,PPM1K
AP1AR,CYP2U1
AP1AR,GPRIN3
AREG,RASGEF1B
AREG,HNRNPDL
AREG,NOCT
AREG,PCDH18
AREG,CXCL8
AREG,USP53
AREG,LAMTOR3
AREG,ARHGAP24
AREG,SHROOM3
AREG,INTU
AREG,BMP3
ARSJ,PRKG2
ARSJ,SHROOM3
ARSJ,PCDH18
ARSJ,FAM13A
BANK1,PARM1
BANK1,FRAS1
BANK1,UNC5C
BANK1,SLC39A8
BBS12,ABCE1
BBS12,FAM47E
BBS12,GPAT3
BBS12,SEC24B
BBS12,CDS1
BBS12,PLAC8
BBS12,BMP2K
BBS12,MAPK10
BBS12,GPRIN3
BBS12,HADH
BBS12,CYP2U1
BBS12,ABHD18
BBS12,SCD5
BBS12,SDAD1
BBS12,PRSS12
BBS12,NOCT
BBS12,PAPSS1
BBS12,ABRAXAS1
BBS12,BTC
BBS12,EXOSC9
BBS12,ABCG2
BBS12,NAP1L5
BBS12,RASSF6
BBS12,BLTP1
BBS12,ELMOD2
BBS12,FAM241A
BBS7,PAQR3
BBS7,MCUB
BLTP1,INTU
BLTP1,CDS1
BLTP1,PLAC8
BLTP1,HNRNPDL
BLTP1,CCNI
BLTP1,HADH
BLTP1,PPM1K
BLTP1,MRPL1
BLTP1,BMP3
BMP2K,MGST2
BMP2K,SHROOM3
BMP2K,LINC01094
BMP2K,MRPL1
BMP2K,HPSE
BMP3,NOCT
BMP3,IL15
BMP3,ARHGEF38
BMP3,CDKL2
BMP3,AFF1
BTC,SYNPO2
BTC,NOCT
BTC,FAM47E
BTC,SHROOM3
BTC,CDS1
BTC,ADH1C
BTC,MAPK10
BTC,TRMT10A
BTC,GPRIN3
BTC,LINC01091
BTC,HADH
BTC,SCD5
BTC,HERC6
BTC,ELMOD2
BTC,PRDM8
BTC,LINC01094
BTC,PDE5A
BTC,PRSS12
BTC,RNF150
C4orf3,NPNT
C4orf3,GPRIN3
C4orf3,RAB33B
C4orf3,LINC01094
C4orf3,CDKL2
C4orf3,PYURF
C4orf3,ANTXR2
C4orf3,HNRNPDL
C4orf3,ARHGEF38
C4orf3,PCDH18
CASP6,USP53
CASP6,FGF2
CASP6,JADE1
CCNA2,PLK4
CCNA2,H2AZ1
CCNA2,MAD2L1
CCNG2,PCDH18
CCNG2,SEC24B
CCNG2,AREG
CCNG2,CXCL5
CCNG2,PAQR3
CCNG2,ELF2
CCNG2,SGMS2
CCNG2,HNRNPDL
CCNI,PGRMC2
CCNI,WDFY3-AS2
CCNI,HNRNPDL
CCSER1,SLC39A8
CDKL2,ARHGEF38
CDS1,PCDH18
CDS1,FAM47E
CDS1,SHROOM3
CDS1,BMP3
CFI,FAM241A
CFI,SEC24D
CFI,PRSS12
CFI,FAM47E
CFI,PPM1K
CFI,PDE5A
CFI,MAML3
CFI,CYP2U1
CFI,OSTC
CFI,ANXA3
CFI,NPNT
CFI,CXCL11
CFI,SEC24B
CFI,PTPN13
CISD2,HNRNPDL
CISD2,SEC24B
CISD2,LAMTOR3
CNOT6L,CAMK2D
CNOT6L,ANXA5
CNOT6L,SLC10A7
CNOT6L,ANTXR2
CNOT6L,FAM13A
CNOT6L,NAAA
CNOT6L,AFF1
CNOT6L,PCDH18
CNOT6L,USP53
COPS4,MRPL1
COPS4,AFF1
COPS4,G3BP2
COPS4,HSD17B11
COPS4,PYURF
COPS4,OTUD4
COPS4,INTU
COPS4,GPRIN3
COPS4,GTF2IP12
COPS4,C4orf3
COPS4,CYP2U1
COPS4,ANAPC10
COPS4,SCARB2
COPS4,SCOC
COPS4,CCSER1
COPS4,ALPK1
COPS4,DAPP1
COPS4,NDUFC1
COPS4,PRDM8
COPS4,TRAM1L1
COPS4,H2AZ1
COPS4,MCUB
COPS4,ABHD18
COPS4,ZGRF1
COPS4,ENOPH1
COQ2,SGMS2
COQ2,LINC01094
COQ2,CXCL1
COQ2,LAMTOR3
COQ2,MANBA
COQ2,GPRIN3
COQ2,ANXA5
COQ2,LARP1B
COQ2,CYP2U1
COQ2,MCUB
COQ2,ALPK1
COX18,NOCT
CXCL1,SPRY1
CXCL1,AREG
CXCL1,MAPK10
CXCL1,ADH1C
CXCL1,ARHGAP24
CXCL1,NPNT
CXCL1,FAM47E
CXCL1,CXCL8
CXCL10,CXCL11
CXCL11,BMP2K
CXCL11,SPP1
CXCL11,MMRN1
CXCL2,HPSE
CXCL2,NOCT
CXCL2,PCDH18
CXCL2,HNRNPDL
CXCL2,LINC01094
CXCL2,GPRIN3
CXCL2,AREG
CXCL2,ZNF330
CXCL2,SDAD1
CXCL2,PARM1
CXCL2,DAPP1
CXCL3,PDLIM5
CXCL3,JADE1
CXCL3,HSPA4L
CXCL3,MTHFD2L
CXCL3,SOWAHB
CXCL3,USP38
CXCL3,CXCL5
CXCL3,NAP1L5
CXCL3,LINC01091
CXCL3,LINC01094
CXCL3,AREG
CXCL3,LARP1B
CXCL3,CYP2U1
CXCL3,ZNF330
CXCL3,PRSS12
CXCL3,PARM1
CXCL3,LARP7
CXCL3,CXCL8
CXCL3,SHROOM3
CXCL3,CDS1
CXCL3,MAPK10
CXCL3,GPRIN3
CXCL3,CXCL2
CXCL3,TRMT10A
CXCL3,USP53
CXCL3,FAM13A
CXCL3,PAQR3
CXCL3,PCDH18
CXCL3,FAM47E
CXCL3,SGMS2
CXCL3,NOCT
CXCL5,ANTXR2
CXCL9,PDE5A
CXCL9,NAAA
CXCL9,CXCL11
CXCL9,CXCL10
CXCL9,NFKB1
CYP2U1,LARP1B
CYP2U1,ANKRD50
CYP2U1,PGRMC2
CYP2U1,CDKL2
CYP2U1,WDFY3-AS2
CYP2U1,ADH1B
CYP2U1,ANTXR2
CYP2U1,HNRNPDL
CYP2U1,ADH5
CYP2U1,C4orf3
CYP2U1,LIN54
CYP2U1,PCDH18
CYP2U1,ARHGEF38
DAPP1,GPRIN3
DAPP1,MANBA
DAPP1,ALPK1
DAPP1,NPNT
DAPP1,MCUB
DAPP1,BMP2K
DAPP1,LINC01094
DAPP1,ADH1C
DAPP1,PLAC8
DAPP1,PYURF
DAPP1,PGRMC2
DAPP1,SLC39A8
DAPP1,ADH5
DAPP1,FLJ20021
DKK2,PGRMC2
DKK2,HNRNPDL
DKK2,NPNT
DKK2,CYP2U1
DNAJB14,LIN54
DNAJB14,ADH1C
DNAJB14,SHROOM3
DNAJB14,OTUD4
DNAJB14,COX18
DNAJB14,PPM1K
DNAJB14,PCDH18
DNAJB14,GPRIN3
DNAJB14,SEC24B
DNAJB14,AREG
DNAJB14,ELF2
DNAJB14,BLTP1
DNAJB14,ANKRD50
DNAJB14,FRAS1
DNAJB14,CNOT6L
EIF4E,IL15
EIF4E,BMP2K
EIF4E,LAMTOR3
EIF4E,H2AZ1
EIF4E,NFKB1
EIF4E,PTPN13
EIF4E,BLTP1
ELF2,SEC24B
ELF2,OTUD4
ELF2,ABHD18
ELF2,BLTP1
ELF2,OSTC
ELF2,HADH
ELF2,INTU
ELF2,AREG
ELMOD2,CYP2U1
ELMOD2,AREG
ELMOD2,MAD2L1
ELMOD2,RAB33B
ELMOD2,HNRNPDL
ELMOD2,DNAJB14
ELMOD2,COX18
ELMOD2,NFKB1
EMCN,NPNT
EMCN,SEPTIN11
EMCN,USO1
EMCN,ARHGAP24
EMCN,PCDH18
EMCN,FRAS1
EMCN,FGF2
EMCN,SCD5
EMCN,CYP2U1
ENOPH1,CCNI
ENOPH1,SEPTIN11
ENOPH1,DNAJB14
ENOPH1,ELMOD2
ENOPH1,COX18
ENOPH1,PYURF
EXOSC9,BLTP1
EXOSC9,HNRNPDL
EXOSC9,ABHD18
EXOSC9,SEC24B
FAM13A,CDKL2
FAM13A,TSPAN5
FAM13A,CDS1
FAM13A,GPRIN3
FAM13A,AFF1
FAM13A-AS1,MFSD8
FAM13A-AS1,DNAJB14
FAM13A-AS1,EIF4E
FAM13A-AS1,LINC02615
FAM13A-AS1,ADH5
FAM13A-AS1,CCNI
FAM13A-AS1,HADH
FAM13A-AS1,INTU
FAM13A-AS1,SHROOM3
FAM13A-AS1,MRPL1
FAM13A-AS1,SEC24D
FAM13A-AS1,BLTP1
