Gene_1,Gene_2
ABCE1,NOCT
ABCG2,HERC5
ABCG2,SMAD1
ABCG2,H2AZ1
ABCG2,LARP1B
ABCG2,SEPTIN11
ABCG2,ANXA5
ABCG2,MMRN1
ABHD18,MGST2
ABHD18,ANTXR2
ABHD18,INTU
ABHD18,BMP3
ABHD18,THAP9
ABHD18,HNRNPDL
ABHD18,ANXA5
ABHD18,OSTC
ABHD18,C4orf3
ABHD18,SEPTIN7P14
ABHD18,PGRMC2
ABHD18,BLTP1
ABHD18,H2AZ1
ABHD18,UNC5C
ABHD18,SPRY1
ABHD18,GTF2IP12
ABHD18,PPM1K
ABHD18,CCNI
ABRAXAS1,G3BP2
ABRAXAS1,NAA15
ABRAXAS1,INPP4B
ABRAXAS1,CNOT6L
ABRAXAS1,LARP1B
ABRAXAS1,SEPTIN11
ABRAXAS1,ANXA3
ABRAXAS1,CCNI
ABRAXAS1,HNRNPDL
ABRAXAS1,ADH1C
ABRAXAS1,WDFY3-AS2
ADH1B,MMRN1
ADH1B,USP53
ADH1C,SLC39A8
ADH1C,USP53
ADH1C,CDS1
ADH5,GTF2IP12
ADH5,FAM47E
ADH5,MGST2
ADH5,OTUD4
ADH5,LAMTOR3
ADH5,INTU
ADH5,SEC24B
ADH5,CISD2
ADH5,C4orf3
ADH5,HADH
AFF1,PGRMC2
ALPK1,PGRMC2
ALPK1,ANTXR2
ALPK1,ANXA3
ALPK1,C4orf3
ALPK1,GPRIN3
ALPK1,ABHD18
ALPK1,CCNI
ALPK1,GTF2IP12
ANAPC10,ENOPH1
ANAPC10,AIMP1
ANAPC10,NFKB1
ANAPC10,CISD2
ANAPC10,ADH5
ANAPC10,LAMTOR3
ANAPC10,H2AZ1
ANAPC10,MRPL1
ANAPC10,LSM6
ANAPC10,EXOSC9
ANK2,SLC39A8
ANK2,KLHL8
ANK2,PKD2
ANK2,CFI
ANK2,RAP1GDS1
ANK2,SYNPO2
ANK2,SEC24D
ANK2,UNC5C
ANK2,NFKB1
ANK2,AIMP1
ANK2,CDS1
ANK2,PPP3CA
ANKRD17,DNAJB14
ANKRD17,FLJ20021
ANKRD17,SDAD1
ANKRD17,NDUFC1
ANKRD17,SMARCAD1
ANKRD17,CISD2
ANKRD17,LSM6
ANKRD17,H2AZ1
ANKRD17,NUDT6
ANKRD17,LIN54
ANKRD17,SEC24B
ANKRD17,LAMTOR3
ANKRD17,OTUD4
ANKRD17,PYURF
ANKRD17,MGST2
ANKRD17,AFF1
ANKRD17,PGRMC2
ANKRD17,SNHG8
ANKRD17,SHROOM3
ANKRD17,WDFY3
ANKRD17,PPA2
ANKRD50,OTUD4
ANKRD50,SLC39A8
ANKRD50,SHROOM3
ANKRD50,HNRNPDL
ANKRD50,FAM13A
ANKRD50,LIN54
ANTXR2,PGRMC2
ANTXR2,NAAA
ANTXR2,ARHGEF38
ANXA3,PRKG2
ANXA3,TSPAN5
ANXA3,SHROOM3
ANXA3,SPP1
ANXA3,PYURF
ANXA3,PPM1K
ANXA3,PLAC8
ANXA3,ADH1C
ANXA3,ABCE1
ANXA3,FAM13A
ANXA3,NPNT
ANXA3,CAMK2D
ANXA3,SLC39A8
ANXA5,MAPK10
ANXA5,LINC01094
ANXA5,LAMTOR3
ANXA5,MGST2
ANXA5,AFF1
AP1AR,USP38
AP1AR,OTUD4
AP1AR,GPRIN3
AREG,LAMTOR3
AREG,PCDH18
AREG,COX18
AREG,SHROOM3
AREG,NOCT
AREG,ABCE1
AREG,RASGEF1B
AREG,C4orf3
AREG,USP53
ARSJ,FAM13A
BANK1,PRSS12
BBS12,PAPSS1
BBS12,EXOSC9
BBS12,SGMS2
BBS12,ZGRF1
BBS12,ABHD18
BBS12,NAP1L5
BBS12,RASGEF1B
BBS12,MAPK10
BBS12,HNRNPDL
BBS12,AREG
BBS12,CDS1
BBS12,SEC24B
BBS12,NOCT
BBS12,ADH1C
BLTP1,OSTC
BLTP1,LARP1B
BLTP1,SEPTIN11
BLTP1,SEPTIN7P14
BLTP1,CDKL2
BLTP1,LAMTOR3
BLTP1,ANTXR2
BLTP1,INTU
BLTP1,CDS1
BLTP1,THAP9
BLTP1,ANXA5
BLTP1,CCNI
BLTP1,GTF2IP12
BLTP1,C4orf3
BLTP1,SHROOM3
BLTP1,MGST2
BLTP1,ARHGEF38
BLTP1,PPM1K
BLTP1,PGRMC2
BLTP1,AFF1
BMP2K,HPSE
BMP2K,SHROOM3
BMP2K,LINC01094
BMP3,WDFY3-AS2
BMP3,CDKL2
BMP3,NOCT
BTC,FAM47E
BTC,SHROOM3
BTC,PRSS12
BTC,MAPK10
BTC,HADH
BTC,NDNF
BTC,SPRY1
BTC,CXCL1
BTC,PDE5A
BTC,ADH1C
C4orf3,CCNI
C4orf3,HNRNPDL
C4orf3,PYURF
C4orf3,CDKL2
C4orf3,PGRMC2
C4orf3,ARHGEF38
C4orf3,GPRIN3
C4orf3,GTF2IP12
CASP6,PKD2
CASP6,CISD2
CASP6,LAMTOR3
CASP6,FGF2
CCNA2,C4orf3
CCNA2,MAD2L1
CCNG2,SGMS2
CCNG2,NOCT
CCNG2,AFF1
CCNG2,ANTXR2
CCNG2,WDFY3-AS2
CCNG2,LIN54
CCNG2,CAMK2D
CCNG2,LARP1B
CCNG2,HNRNPDL
CCNG2,MAML3
CCNG2,ABRAXAS1
CCNG2,HERC5
CCNG2,CNOT6L
CCNG2,MTHFD2L
CCNG2,CCNI
CCNG2,NAA15
CCNG2,KLHL8
CCNG2,MANBA
CCNG2,DNAJB14
CCNG2,SETD7
CCNI,HNRNPDL
CCNI,INTU
CCNI,WDFY3-AS2
CCNI,ANTXR2
CCNI,PGRMC2
CCNI,ARHGEF38
CDKL2,ARHGEF38
CDKL2,SLC39A8
CDS1,FAM47E
CDS1,BMP3
CDS1,SHROOM3
CDS1,IL15
CDS1,CDKL2
CDS1,SLC39A8
CFI,PTPN13
CFI,MCUB
CFI,SPRY1
CFI,UNC5C
CFI,OSTC
CFI,ANXA3
CFI,NPNT
CFI,RASGEF1B
CFI,AIMP1
CFI,FAM241A
CFI,SEC24D
CFI,PLAC8
CFI,TSPAN5
CFI,MMRN1
CFI,FAM47E
CFI,PPM1K
CFI,SMAD1
CFI,BDH2
CFI,PARM1
CISD2,INTU
CISD2,MGST2
CISD2,COX18
CISD2,HPSE
CISD2,GPRIN3
CISD2,LINC01094
CISD2,SEC24B
CISD2,LAMTOR3
CNOT6L,AFF1
CNOT6L,FAM13A
CNOT6L,AIMP1
CNOT6L,LIN54
CNOT6L,SLC10A7
CNOT6L,HNRNPDL
CNOT6L,ANTXR2
CNOT6L,NAAA
CNOT6L,PPP3CA
CNOT6L,CCNI
CNOT6L,LARP1B
COPS4,SEC31A
COPS4,MFSD8
COPS4,ZGRF1
COPS4,ENOPH1
COPS4,G3BP2
COPS4,NDUFC1
COPS4,PRDM8
COPS4,MTHFD2L
COPS4,ALPK1
COPS4,PPA2
COPS4,LARP1B
COPS4,THAP9-AS1
COPS4,ANKRD17
COPS4,ANAPC10
COPS4,THAP6
COPS4,SCOC
COPS4,TET2
COPS4,SCARB2
COPS4,AREG
COPS4,ABHD18
COPS4,SEPTIN7P14
COPS4,C4orf3
COPS4,GTF2IP12
COPS4,CCNI
COPS4,FAM13A
COPS4,HNRNPDL
COPS4,INTU
COPS4,LAMTOR3
COPS4,OTUD4
COPS4,PYURF
COPS4,MGST2
COPS4,AFF1
COPS4,BLTP1
COPS4,ADH5
COPS4,H2AZ1
COPS4,ELF2
COQ2,FGF2
COQ2,LINC01094
COQ2,INTU
COQ2,LAMTOR3
COQ2,ANXA5
COQ2,MANBA
COQ2,INPP4B
COQ2,RAB33B
COQ2,LSM6
COQ2,GPRIN3
COQ2,CISD2
COQ2,RASGEF1B
COQ2,PKD2
COQ2,PAPSS1
COQ2,H2AZ1
COX18,NOCT
CXCL1,ANXA5
CXCL1,INTU
CXCL1,CXCL8
CXCL1,FAM47E
CXCL1,ADH1C
CXCL1,LINC01094
CXCL1,MAPK10
CXCL10,CXCL11
CXCL2,GPRIN3
CXCL2,CXCL5
CXCL2,AREG
CXCL2,NOCT
CXCL2,PCDH18
CXCL2,COQ2
CXCL2,DAPP1
CXCL2,LINC01094
CXCL3,MANBA
CXCL3,PDLIM5
CXCL3,EIF4E
CXCL3,CXCL2
CXCL3,JADE1
CXCL3,STBD1
CXCL3,SGMS2
CXCL3,ABCE1
CXCL3,PGRMC2
CXCL3,CXCL5
CXCL3,AREG
CXCL3,LARP1B
CXCL3,NOCT
CXCL9,NAAA
CYP2U1,PCDH18
CYP2U1,ANKRD50
CYP2U1,ADH1B
CYP2U1,HNRNPDL
DAPP1,GPRIN3
DAPP1,EIF4E
DAPP1,ALPK1
DAPP1,COX18
DAPP1,PGRMC2
DAPP1,C4orf3
DAPP1,NPNT
DAPP1,BMP2K
DAPP1,LINC01094
DAPP1,PYURF
DNAJB14,METTL14
DNAJB14,NDNF
DNAJB14,ANKRD50
DNAJB14,BLTP1
DNAJB14,CNOT6L
DNAJB14,ANXA3
DNAJB14,NOCT
DNAJB14,LIN54
DNAJB14,SMARCAD1
DNAJB14,SEC24B
DNAJB14,OTUD4
DNAJB14,MGST2
DNAJB14,SLC10A7
DNAJB14,PPP3CA
DNAJB14,SLC39A8
DNAJB14,AFF1
EIF4E,GTF2IP12
EIF4E,MAML3
EIF4E,PPM1K
EIF4E,LAMTOR3
EIF4E,BLTP1
EIF4E,ANXA5
EIF4E,ABCE1
ELF2,ADH5
ELF2,SEC24B
ELF2,MGST2
ELF2,AFF1
ELF2,OTUD4
ELMOD2,NFKB1
ELMOD2,COX18
ELMOD2,LAMTOR3
ELMOD2,HNRNPDL
ELMOD2,SLC10A7
ELMOD2,CISD2
ELMOD2,NOCT
ELMOD2,SMARCAD1
ELMOD2,CNOT6L
ELMOD2,TIGD2
ELMOD2,DNAJB14
ELMOD2,SMARCA5
ELMOD2,ANXA3
EMCN,RNF150
EMCN,SCD5
EMCN,PCDH18
EMCN,RAB33B
EMCN,C4orf3
EMCN,ANXA3
EMCN,SEPTIN11
EMCN,ALPK1
EMCN,MAML3
EMCN,HADH
EMCN,ANKRD50
EMCN,NDNF
EMCN,PRSS12
EMCN,TMEM150C
EMCN,CYP2U1
ENOPH1,NOCT
ENOPH1,SLC39A8
ENOPH1,PYURF
ENOPH1,FAM13A
ENOPH1,INTU
ENOPH1,LAMTOR3
ENOPH1,AREG
ENOPH1,C4orf3
ENOPH1,CISD2
ENOPH1,BLTP1
ENOPH1,LSM6
ENOPH1,GTF2IP12
EXOSC9,INPP4B
EXOSC9,HNRNPDL
EXOSC9,ABHD18
EXOSC9,CAMK2D
EXOSC9,HADH
EXOSC9,LARP7
EXOSC9,CCNI
FAM13A,PCDH18
FAM13A,GPRIN3
FAM13A,AFF1
FAM13A,MAPK10
FAM13A-AS1,ABHD18
FAM13A-AS1,CFI
FAM13A-AS1,NDUFC1
FAM13A-AS1,UNC5C
FAM13A-AS1,EXOSC9
FAM13A-AS1,ABCG2
FAM13A-AS1,H2AZ1
FAM13A-AS1,ADH5
FAM13A-AS1,BLTP1
FAM13A-AS1,SETD7
FAM13A-AS1,OSTC
FAM13A-AS1,HADH
FAM13A-AS1,SEPTIN7P14
FAM13A-AS1,LARP7
