Gene_1,Gene_2
ABCE1,NOCT
ABCG2,FAM47E
ABCG2,MMRN1
ABCG2,GTF2IP12
ABCG2,BLTP1
ABCG2,H2AZ1
ABCG2,ABHD18
ABCG2,SEPTIN11
ABCG2,HERC6
ABCG2,SMAD1
ABCG2,ZGRF1
ABCG2,FAM241A
ABCG2,BTC
ABCG2,PPA2
ABCG2,MFSD8
ABHD18,SEC24B-AS1
ABHD18,MGST2
ABHD18,PYURF
ABHD18,LAMTOR3
ABHD18,ANTXR2
ABHD18,INTU
ABHD18,CDS1
ABHD18,HNRNPDL
ABHD18,ANXA5
ABHD18,ADH5
ABHD18,GTF2IP12
ABHD18,CISD2
ABHD18,C4orf3
ABHD18,SEPTIN7P14
ABHD18,OSTC
ABHD18,BLTP1
ABHD18,PGRMC2
ABHD18,H2AZ1
ABHD18,SPRY1
ABHD18,CCNI
ABHD18,ARHGEF38
ABHD18,SEPTIN11
ABRAXAS1,CDS1
ABRAXAS1,NOCT
ABRAXAS1,NAA15
ABRAXAS1,ELMOD2
ABRAXAS1,ZNF330
ABRAXAS1,WDFY3-AS2
ABRAXAS1,HNRNPDL
ABRAXAS1,CCNI
ABRAXAS1,AREG
ABRAXAS1,LARP1B
ABRAXAS1,EIF4E
ADH1B,HADH
ADH1B,CAMK2D
ADH1B,MAPK10
ADH1B,ADH5
ADH1C,FAM47E
ADH1C,SLC39A8
ADH1C,CDS1
ADH5,OSTC
ADH5,HADH
ADH5,SLC39A8
ADH5,MGST2
ADH5,PYURF
ADH5,INTU
ADH5,HNRNPDL
ADH5,ANXA5
ADH5,GTF2IP12
ADH5,C4orf3
ADH5,LAMTOR3
AFF1,PPM1K
AIMP1,BMP2K
ALPK1,PYURF
ALPK1,ABHD18
ALPK1,BMP2K
ALPK1,GPRIN3
ALPK1,CCNI
ALPK1,C4orf3
ALPK1,CDKL2
ALPK1,LINC01094
ALPK1,ARHGEF38
ALPK1,PGRMC2
ANAPC10,LSM6
ANAPC10,ABHD18
ANAPC10,MGST2
ANAPC10,PYURF
ANAPC10,LAMTOR3
ANAPC10,INTU
ANAPC10,ANXA5
ANAPC10,GTF2IP12
ANAPC10,C4orf3
ANAPC10,PPA2
ANAPC10,MFSD8
ANAPC10,PRDM8
ANAPC10,NDUFC1
ANAPC10,NUDT9
ANAPC10,ENOPH1
ANAPC10,ZGRF1
ANAPC10,SEPTIN7P14
ANAPC10,H2AZ1
ANAPC10,ADH5
ANAPC10,HERC5
ANK2,MCUB
ANK2,GAB1
ANK2,SLC9B2
ANK2,SCOC
ANK2,CFI
ANK2,SEC24D
ANK2,UNC5C
ANK2,PRKG2
ANK2,ANXA3
ANK2,PPP3CA
ANK2,SLC39A8
ANK2,ANKRD50
ANK2,SLC10A7
ANK2,PLAC8
ANK2,PYURF
ANK2,AIMP1
ANKRD17,FLJ20021
ANKRD17,DNAJB14
ANKRD17,PPA2
ANKRD17,SMARCAD1
ANKRD17,LIN54
ANKRD17,SEC24B
ANKRD17,OTUD4
ANKRD17,MGST2
ANKRD17,AFF1
ANKRD17,NDUFC1
ANKRD17,ELF2
ANKRD17,TET2
ANKRD17,WDFY3
ANKRD50,PCDH18
ANKRD50,SLC39A8
ANKRD50,PPM1K
ANKRD50,LIN54
ANTXR2,ARHGEF38
ANXA3,CAMK2D
ANXA3,LINC01091
ANXA3,AIMP1
ANXA3,BMP2K
ANXA3,ADH1C
ANXA3,PRKG2
ANXA3,PYURF
ANXA3,MGST2
