Gene_1,Gene_2
NUP54,NAAA
NUP54,MGST2
NUP54,NAA15
OSTC,COPS4
OSTC,COX18
OSTC,MFSD8
OSTC,ANAPC10
OSTC,MANBA
OSTC,AIMP1
OSTC,GYPE
OSTC,NDUFC1
OSTC,INTS12
OSTC,ENOPH1
OSTC,CAMK2D
OTUD4,ANK2
OTUD4,BBS12
PAPSS1,CCNI
PAPSS1,ANAPC10
PAQR3,LARP7
PAQR3,CFI
PAQR3,BBS7
PARM1,NFKB1
PARM1,ANXA3
PARM1,CDKL2
PCDH18,FAT4
PCDH18,PARM1
PCDH18,ANKRD50
PCDH18,EMCN
PCDH18,G3BP2
PCDH18,HERC5
PCDH18,CYP2U1
PCDH18,METTL14
PDE5A,FAT4
PDE5A,METTL14
PDE5A,CDS1
PDE5A,HADH
PDE5A,PCDH18
PDE5A,BTC
PDE5A,GAB1
PDLIM5,EXOSC9
PDLIM5,LSM6
PDLIM5,C4orf3
PDLIM5,BTC
PF4,CXCL5
PGRMC2,G3BP2
PGRMC2,C4orf3
PGRMC2,BMP2K
PGRMC2,LSM6
PGRMC2,AIMP1
PGRMC2,COPS4
PGRMC2,NPNT
PGRMC2,BDH2
PGRMC2,ANTXR2
PGRMC2,ANKRD17
PGRMC2,CCNI
PGRMC2,COQ2
PGRMC2,ELF2
PGRMC2,NFKB1
PKD2,CCNI
PKD2,HPSE
PKD2,MGST2
PKD2,ANK2
PKD2,PDLIM5
PKD2,HHIP
PKD2,MMAA
PKD2,FRAS1
PKD2,ELOVL6
PKD2,PGRMC2
PKD2,PDE5A
PKD2,C4orf33
PLA2G12A,CAMK2D
PLA2G12A,ANXA3
PLA2G12A,ADH5
PLA2G12A,DAPP1
PLA2G12A,BDH2
PLA2G12A,COPS4
PLA2G12A,LSM6
PLA2G12A,BMP2K
PLA2G12A,CASP6
PLAC8,BBS12
PLAC8,INTU
PLAC8,CISD2
PLAC8,LSM6
PLAC8,ANKRD50
PLAC8,ADH1C
PLK4,MAD2L1
PLK4,CCNI
PPA2,MANBA
PPA2,FAT4
PPA2,CYP2U1
PPA2,COQ2
PPBP,PF4
PPBP,CXCL5
PPM1K,C4orf3
PPM1K,COX18
PPM1K,ANKRD50
PPM1K,PDLIM5
PPM1K,EIF4E
PPM1K,ANK2
PPM1K,EXOSC9
PPM1K,LIN54
PPP3CA,CCNI
PPP3CA,CYP2U1
PPP3CA,MAPK10
PPP3CA,HADH
PPP3CA,ANK2
PPP3CA,INTU
PPP3CA,LIN54
PPP3CA,PGRMC2
PRDM5,GPRIN3
PRDM5,EMCN
PRDM5,HERC5
PRDM5,ARSJ
PRDM5,GSTCD
PRDM5,GAB1
PRDM5,IL15
PRDM8,HSPA4L
PRDM8,ADH5
PRDM8,MMAA
PRKG2,ANKRD50
PRKG2,GYPE
PRKG2,ANXA3
PRSS12,HSPA4L
PRSS12,ALPK1
PRSS12,GAR1
PRSS12,ADH1C
PRSS12,BBS12
PRSS12,MAPK10
PRSS12,INTU
PRSS12,FRAS1
PTPN13,HHIP
PTPN13,INTS12
PTPN13,PARM1
PTPN13,CCNI
PTPN13,PRDM5
PTPN13,HERC5
PTPN13,INPP4B
PTPN13,METAP1
PTPN13,METTL14
PTPN13,BDH2
PTPN13,NPNT
PTPN13,BTC
PTPN13,CFI
PTPN13,CDKL2
PTPN13,MAPK10
RAB33B,CYP2U1
RAB33B,OSTC
RAB33B,PGRMC2
RAB33B,PKD2
RAB33B,NFKB1
RAB33B,COQ2
RAB33B,CCNI
RAB33B,ANAPC10
RAP1GDS1,MANBA
RAP1GDS1,ADH1C
RAP1GDS1,HSPA4L
RAP1GDS1,FAT4
RAP1GDS1,MMAA
RAP1GDS1,COQ2
RAP1GDS1,OSTC
RAP1GDS1,METAP1
RAP1GDS1,MFSD8
RASGEF1B,MMRN1
RASGEF1B,ENOPH1
RASGEF1B,MANBA
RASGEF1B,FAT4
RASGEF1B,AIMP1
RASGEF1B,ANXA5
RASGEF1B,COQ2
RASGEF1B,GPRIN3
RASGEF1B,CXCL3
RASSF6,HSPA4L
RASSF6,RAP1GDS1
RASSF6,DAPP1
RASSF6,ANK2
RASSF6,MMAA
RASSF6,MANBA
RCHY1,NFKB1
RCHY1,RAB33B
RNF150,ELF2
RNF150,RAB33B
RNF150,MMAA
RNF150,HHIP
RNF150,HPSE
RPL34,PAPSS1
RPL34,HPGDS
RPL34,GPRIN3
RPL34,G3BP2
RPL34,COX18
RPL34,MRPL1
RPL34,FRAS1
RPL34,HADH
RPL34,MAPK10
SCARB2,HPSE
SCARB2,CAMK2D
SCARB2,DNAJB14
SCARB2,CASP6
SCARB2,MTHFD2L
SCARB2,BANK1
SCARB2,COQ2
SCARB2,ELF2
SCARB2,PKD2
SCARB2,MANBA
SCARB2,KLHL8
SCARB2,RAB33B
SCD5,EMCN
SCD5,ANXA3
SCD5,FGF2
SCD5,PLAC8
SCD5,RASSF6
SCD5,PRSS12
SCD5,PRKG2
SCD5,ARSJ
SCLT1,ALPK1
SCLT1,NPNT
SCLT1,PKD2
SCLT1,ELF2
SCLT1,ANAPC10
SCLT1,LARP7
SCLT1,MRPL1
SCLT1,ANXA5
SCOC,COPS4
SCOC,MAPK10
SCOC,PTPN13
SCOC,RAB33B
SCOC,KLHL8
SCOC,CFI
SCOC,PGRMC2
SCOC,MAD2L1
SDAD1,GAR1
SEC24B,CISD2
SEC24B,RAP1GDS1
SEC24B,GAR1
SEC24B,OSTC
SEC24B,EIF4E
SEC24D,PRKG2
SEC24D,PRSS12
SEC24D,LARP7
SEC24D,ENOPH1
SEC24D,LARP1B
SEC24D,EXOSC9
SEC24D,OSTC
SEC31A,LSM6
SEC31A,MRPL1
SEC31A,SEC24D
SEC31A,RAB33B
SEC31A,CXCL5
SETD7,PRSS12
SETD7,GPRIN3
SETD7,MGST2
SETD7,ANK2
SETD7,HADH
SETD7,PLAC8
SETD7,NFKB1
SETD7,PKD2
SETD7,PARM1
SETD7,CCNI
SETD7,FRAS1
SETD7,CCNG2
SETD7,SCOC
SETD7,FAT4
SGMS2,PAQR3
SGMS2,LEF1
SGMS2,ANXA5
SGMS2,COQ2
SGMS2,BANK1
SGMS2,MTHFD2L
SGMS2,CXCL5
SGMS2,NPNT
SGMS2,BBS7
SGMS2,PDE5A
SGMS2,ANK2
SGMS2,PCDH18
SGMS2,RNF150
SGMS2,ANXA3
SGMS2,GPRIN3
SGMS2,MRPL1
SHROOM3,SGMS2
SHROOM3,SETD7
SHROOM3,CNOT6L
SHROOM3,ANTXR2
SHROOM3,LIN54
SLC10A7,PKD2
SLC10A7,PPA2
SLC10A7,INPP4B
SLC10A7,CNOT6L
SLC39A8,ANXA3
SLC39A8,SGMS2
SLC39A8,PRSS12
SLC39A8,HSPA4L
SLC39A8,NUDT9
SLC39A8,METTL14
SLC39A8,PKD2
SLC39A8,PTPN13
SLC39A8,CNOT6L
SLC39A8,HHIP
SMAD1,ABCG2
SMAD1,SHROOM3
SMAD1,ANKRD50
SMAD1,ANKRD17
SMAD1,PCDH18
SMAD1,BTC
SMAD1,PF4
SMAD1,MMRN1
SMARCA5,EXOSC9
SMARCA5,PTPN13
SMARCA5,PDLIM5
SMARCA5,ANKRD50
SMARCA5,SEC24D
SMARCA5,COX18
SMARCA5,CCNI
SMARCAD1,G3BP2
SMARCAD1,NFKB1
SMARCAD1,COQ2
SMARCAD1,C4orf33
SMARCAD1,EIF4E
SMARCAD1,PGRMC2
SMARCAD1,SCLT1
SMARCAD1,FGF2
SMARCAD1,COPS4
SMARCAD1,LSM6
SMARCAD1,ANXA5
SMARCAD1,SMAD1
SMARCAD1,SEC24D
SMARCAD1,INTU
SMARCAD1,MFSD8
SNCA,HPGDS
SPARCL1,NPNT
SPARCL1,SCLT1
SPARCL1,EIF4E
SPARCL1,PPA2
SPARCL1,FGF2
SPARCL1,RAP1GDS1
SPARCL1,COQ2
SPARCL1,ANKRD50
SPARCL1,GPRIN3
SPARCL1,EMCN
SPARCL1,FRAS1
SPARCL1,DNAJB14
SPARCL1,RASGEF1B
SPARCL1,BMP2K
SPARCL1,MMRN1
SPARCL1,MMAA
SPARCL1,PRSS12
SPARCL1,LARP7
SPATA5,RAP1GDS1
SPATA5,SLC10A7
SPP1,BMP2K
SPRY1,CFI
SPRY1,BBS7
SPRY1,HHIP
SPRY1,SGMS2
SPRY1,ANK2
SPRY1,SPARCL1
SPRY1,NFKB1
SPRY1,SETD7
STBD1,FGF2
STBD1,CNOT6L
STBD1,SHROOM3
STBD1,ANXA3
STBD1,SCARB2
STBD1,SLC39A8
SYNPO2,RNF150
SYNPO2,RAP1GDS1
SYNPO2,CCNI
SYNPO2,FGF2
SYNPO2,MANBA
SYNPO2,SCD5
SYNPO2,EIF4E
SYNPO2,PKD2
SYNPO2,GYPE
SYNPO2,COQ2
SYNPO2,CASP6
SYNPO2,PDLIM5
SYNPO2,BBS12
SYNPO2,SGMS2
SYNPO2,MGST2
SYNPO2,FRAS1
SYNPO2,SCARB2
TBC1D9,PTPN13
TBC1D9,ELMOD2
TBC1D9,KLHL8
TBC1D9,FGF2
TBCK,G3BP2
TBCK,FAM13A
TBCK,PGRMC2
TET2,SLC10A7
TET2,G3BP2
TET2,HPSE
TET2,ANK2
TET2,DAPP1
TET2,HERC3
TET2,CNOT6L
TET2,MTHFD2L
TET2,BMP2K
TET2,SGMS2
TET2,AIMP1
TET2,PPA2
TET2,NAA15
TET2,RASGEF1B
TET2,COQ2
TET2,PGRMC2
TET2,CDS1
TET2,LARP1B
TET2,SCD5
TET2,PKD2
THAP6,EXOSC9
THAP6,HHIP
THAP6,BBS12
THAP6,SHROOM3
THAP6,NFKB1
THAP6,STBD1
THAP6,PAPSS1
THAP6,METTL14
THAP6,ANAPC10
THAP6,PPM1K
THAP9,RAB33B
THAP9,RAP1GDS1
THAP9,OSTC
THAP9,HELQ
THAP9,CAMK2D
TIFA,NFKB1
TIFA,AP1AR
TIFA,INTS12
TIFA,RPL34
TIFA,CXCL1
TIFA,STBD1
TIGD2,CASP6
TIGD2,STBD1
TIGD2,G3BP2
TIGD2,CISD2
TIGD2,HERC3
TIGD2,PDLIM5
TIGD2,ANK2
TIGD2,SGMS2
TMEM150C,MANBA
TMEM150C,FAT4
TMEM150C,PGRMC2
TMEM150C,ANTXR2
TMEM150C,SCD5
TMEM150C,AIMP1
TMEM150C,COQ2
TMEM150C,SPRY1
TMEM150C,EMCN
TMEM150C,SEC24D
TNIP3,FAM13A
TNIP3,ANKRD50
TNIP3,HSD17B11
TNIP3,INTU
TNIP3,RNF150
TNIP3,CDKL2
TNIP3,SPARCL1
TNIP3,NFKB1
TNIP3,HELQ
TNIP3,NAP1L5
TNIP3,ADH1C
TRAM1L1,ADH5
TRAM1L1,ANKRD17
TRAM1L1,LARP1B
TRAM1L1,PLA2G12A
TRAM1L1,PTPN13
TRAM1L1,HERC3
TRAM1L1,HERC5
TRAM1L1,GYPE
TRAM1L1,CNOT6L
TSPAN5,DNAJB14
TSPAN5,SMAD1
TSPAN5,CNOT6L
TSPAN5,MMRN1
TSPAN5,CCNG2
UBE2D3,SMARCA5
UBE2D3,ELF2
UBE2D3,G3BP2
UBE2D3,C4orf3
UBE2D3,MGST2
UBE2D3,SGMS2
UBE2D3,SMARCAD1
UBE2D3,MTHFD2L
UBE2D3,TIGD2
UBE2D3,PKD2
UBE2D3,MANBA
UBE2D3,CYP2U1
UBE2D3,TIFA
UBE2D3,ANTXR2
UBE2D3,ANKRD17
UBE2D3,EIF4E
UBE2D3,SYNPO2
UBE2D3,ADH5
UBE2D3,PGRMC2
UNC5C,NAA15
UNC5C,SLC39A8
UNC5C,CDKL2
USO1,NFKB1
USO1,HERC5
USO1,ANAPC10
USO1,SEC24D
USO1,PDLIM5
USO1,SETD7
USO1,UBE2D3
USO1,SDAD1
USO1,SCOC
USO1,HERC6
USP38,SEC24D
USP38,INTU
USP38,SGMS2
USP38,COQ2
USP38,UBE2D3
USP38,MANBA
USP38,GPRIN3
USP38,OSTC
USP38,IL15
USP38,PDE5A
USP38,RAP1GDS1
USP53,PPM1K
USP53,HERC3
USP53,PTPN13
USP53,USO1
WDFY3,SCARB2
WDFY3,UBE2D3
WDFY3,SDAD1
WDFY3,HERC6
WDFY3,ANK2
WDFY3,MANBA
WDFY3,HPSE
WDFY3,AIMP1
WDFY3,BANK1
WDFY3,BMP2K
WDFY3,MMAA
WDFY3,PPM1K
WDFY3,TET2
WDFY3,KLHL8
ZNF330,PDE5A
ZNF330,MANBA
ZNF330,DKK2
ZNF330,BMP2K
ZNF330,ARSJ
ZNF330,HPSE
ZNF330,ADH5
ZNF827,MMAA
ZNF827,RNF150
ZNF827,TNIP3
ZNF827,SGMS2
ZNF827,CCNI
ZNF827,SLC39A8
ZNF827,PDE5A
ZNF827,EIF4E
ZNF827,NDUFC1
ZNF827,SCARB2
ZNF827,KLHL8
ZNF827,STBD1
ZNF827,COQ2
ZNF827,BANK1
ZNF827,SHROOM3
ZNF827,PLK4
