Gene_1,Gene_2
ABCE1,NOCT
ABCG2,ZGRF1
ABCG2,ABHD18
ABCG2,ADH1B
ABCG2,SEPTIN11
ABCG2,GTF2IP12
ABCG2,MMRN1
ABHD18,H2AZ1
ABHD18,BLTP1
ABHD18,OSTC
ABHD18,SEPTIN7P14
ABHD18,C4orf3
ABHD18,GTF2IP12
ABHD18,HNRNPDL
ABHD18,ANXA5
ABHD18,INTU
ABHD18,ANTXR2
ABHD18,MGST2
ABHD18,PGRMC2
ABHD18,CCNI
ABRAXAS1,WDFY3-AS2
ABRAXAS1,ABCE1
ABRAXAS1,BMP3
ABRAXAS1,CXCL8
ABRAXAS1,RAB33B
ABRAXAS1,SGMS2
ABRAXAS1,PDE5A
ABRAXAS1,HNRNPDL
ABRAXAS1,ELMOD2
ABRAXAS1,UBE2D3
ABRAXAS1,SEC24D
ABRAXAS1,INPP4B
ABRAXAS1,NAA15
ABRAXAS1,MAML3
ABRAXAS1,NFKB1
ABRAXAS1,ADH1B
ABRAXAS1,LARP1B
ABRAXAS1,AREG
ABRAXAS1,CXCL5
ABRAXAS1,EIF4E
ADH1B,PPM1K
ADH1B,CXCL8
ADH1B,ANTXR2
ADH1B,SPP1
ADH1B,WDFY3-AS2
ADH1B,AREG
ADH1B,RAB33B
ADH1B,LARP1B
ADH1B,ADH5
ADH1B,ABCE1
ADH1B,PRKG2
ADH1B,NOCT
ADH1B,HNRNPDL
ADH1C,FAM47E
ADH5,HADH
ADH5,AREG
ADH5,HNRNPDL
ADH5,BMP3
ADH5,LAMTOR3
ADH5,LARP1B
ADH5,MGST2
ADH5,ABCE1
ADH5,NOCT
ADH5,OTUD4
AIMP1,ABCE1
AIMP1,BMP3
AIMP1,COX18
ALPK1,PGRMC2
ALPK1,ABHD18
ALPK1,SEPTIN7P14
ALPK1,C4orf3
ALPK1,GTF2IP12
ALPK1,CCNI
ALPK1,PYURF
ANAPC10,MRPS18C
ANAPC10,MRPL1
ANAPC10,GTF2IP12
ANAPC10,H2AZ1
ANAPC10,LAMTOR3
ANAPC10,PPA2
ANAPC10,PYURF
ANAPC10,LSM6
ANK2,SLC9B2
ANK2,THAP6
ANK2,PDLIM5
ANK2,NAP1L5
ANK2,SPARCL1
ANK2,CFI
ANK2,ADH5
ANK2,LSM6
ANK2,UNC5C
ANK2,SPRY1
ANK2,TIGD2
ANK2,LINC02615
ANK2,SEC24D
ANK2,UBE2D3
ANK2,SGMS2
ANK2,HADH
ANK2,FAM241A
ANK2,NAA15
ANK2,NPNT
ANK2,PLAC8
ANK2,AIMP1
ANK2,NOCT
ANK2,ABCE1
ANK2,COX18
ANK2,CDS1
ANK2,LAMTOR3
ANK2,BMP3
ANK2,PRKG2
ANK2,MMRN1
ANKRD17,NAA15
ANKRD17,SDAD1
ANKRD17,ELF2
ANKRD17,NFKB1
ANKRD17,LSM6
ANKRD17,ADH5
ANKRD17,CISD2
ANKRD17,SEC24B
ANKRD17,AFF1
ANKRD17,COX18
ANKRD17,ABCE1
ANKRD17,H2AZ1
ANKRD17,MGST2
ANKRD17,PPA2
ANKRD17,NDUFC1
ANKRD50,LIN54
ANKRD50,SLC39A8
ANKRD50,PCDH18
ANKRD50,SLC10A7
ANKRD50,SPP1
ANTXR2,ARHGEF38
ANXA3,SHROOM3
ANXA3,HPSE
ANXA3,SLC39A8
ANXA3,CDKL2
ANXA3,PYURF
ANXA3,SPP1
ANXA3,PRKG2
ANXA3,BMP2K
ANXA3,NPNT
ANXA5,PYURF
ANXA5,MAPK10
ANXA5,BMP3
ANXA5,CXCL5
ANXA5,INTU
ANXA5,ABCE1
AP1AR,ZNF827
AP1AR,UBE2D3
AP1AR,ABCE1
AP1AR,NAA15
AP1AR,EIF4E
AP1AR,SDAD1
AP1AR,GAR1
AREG,COX18
AREG,PCDH18
AREG,ABCE1
AREG,NOCT
AREG,CXCL8
AREG,THAP9
AREG,HNRNPDL
AREG,LINC01094
AREG,LIN54
AREG,RASGEF1B
AREG,NUDT6
AREG,PRKG2
AREG,BMP3
ARHGAP24,ABCE1
ARSJ,FAM13A
ARSJ,BMP3
ARSJ,LAMTOR3
ARSJ,COX18
ARSJ,ABCE1
BBS12,NAP1L5
BBS12,GAR1
BBS12,TRAM1L1
BBS12,EXOSC9
BBS12,MTHFD2L
BBS12,ABRAXAS1
